BHK,Rent,Size,Floor/Total,Floor,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,11000,400,1 out of 4,1,Chamrajpet,Bangalore,Unfurnished,Bachelors/Family,1
2,11000,700,1 out of 2,1,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2
2,20000,1105,1 out of 4,1,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
3,24000,1430,3 out of 4,3,Subramanyapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,14500,850,2 out of 4,2,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,4000,650,1 out of 2,1,Byatarayanapura,Bangalore,Unfurnished,Bachelors/Family,1
2,12000,1200,Ground out of 2,Ground,Kempapura Agrahara,Bangalore,Unfurnished,Bachelors/Family,2
2,8500,600,1 out of 3,1,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2
1,9000,400,2 out of 4,2,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1
4,180000,2800,Ground out of 4,Ground,"Sarakki Nagar, J P Nagar",Bangalore,Furnished,Family,4
2,10500,1100,Ground out of 1,Ground,"Ananda Puram, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,900,1 out of 5,1,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,2
3,32000,1300,2 out of 4,2,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1000,Ground out of 1,Ground,Horamavu kelkkeri road,Bangalore,Semi-Furnished,Bachelors/Family,3
3,21000,1000,1 out of 2,1,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3
2,12000,900,Ground out of 1,Ground,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2
1,7000,800,1 out of 1,1,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1
2,15000,750,1 out of 3,1,Hutchins Road,Bangalore,Unfurnished,Bachelors/Family,2
2,11400,1100,2 out of 5,2,Nisarga capital appartment,Bangalore,Unfurnished,Bachelors,2
2,15000,1200,1 out of 3,1,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,19000,1000,Ground out of 2,Ground,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,27000,1000,4 out of 4,4,"Hbr Layout Block 4, HBR Layout",Bangalore,Semi-Furnished,Bachelors,2
3,48000,2000,2 out of 4,2,Frazer Town,Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,550,1 out of 3,1,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1130,Ground out of 4,Ground,whitefield,Bangalore,Unfurnished,Family,2
2,10000,600,Ground out of 1,Ground,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,100,1 out of 2,1,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1
2,9000,500,2 out of 5,2,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,600,Ground out of 3,Ground,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1
2,35000,1200,1 out of 5,1,Mahatma Gandhi Road,Bangalore,Semi-Furnished,Bachelors,2
2,16000,850,1 out of 2,1,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,4500,600,1 out of 4,1,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1
2,16000,600,1 out of 3,1,Sivanchetti Gardens,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,700,1 out of 4,1,Nagavara,Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,400,1 out of 1,1,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1
1,6000,400,3 out of 4,3,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,Bachelors/Family,1
2,13000,1000,1 out of 2,1,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1200,Ground out of 4,Ground,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
3,55000,1603,6 out of 17,6,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3
3,15000,1200,Ground out of 2,Ground,Bagalakunte,Bangalore,Semi-Furnished,Family,3
1,12000,420,2 out of 5,2,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,9000,1200,3 out of 4,3,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,2
3,36000,1771,10 out of 18,10,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3
3,37000,1200,2 out of 3,2,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,Bachelors/Family,3
2,6000,700,1 out of 2,1,Ragavendra Industrial Estate,Bangalore,Unfurnished,Bachelors/Family,1
1,17000,610,10 out of 10,10,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,800,3 out of 4,3,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,1
1,7500,550,2 out of 3,2,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,9500,750,1 out of 4,1,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1
2,13500,700,1 out of 3,1,Mathikere,Bangalore,Semi-Furnished,Bachelors,2
1,9000,600,2 out of 2,2,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,7000,360,Ground out of 2,Ground,J P Nagar,Bangalore,Unfurnished,Bachelors/Family,1
2,12000,800,2 out of 4,2,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2
4,100000,3700,18 out of 22,18,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,5
2,12000,1200,1 out of 3,1,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
1,8500,480,2 out of 3,2,"Prakruthi Township, Hennur",Bangalore,Furnished,Bachelors/Family,1
2,18000,1000,Ground out of 3,Ground,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,800,Ground out of 3,Ground,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1
3,18000,900,2 out of 3,2,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2
3,17000,1450,Ground out of 2,Ground,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,3
1,6500,400,Ground out of 3,Ground,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1
2,11500,700,1 out of 2,1,Near coffee board layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,22000,1000,2 out of 6,2,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2
1,13000,450,3 out of 3,3,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1
3,20000,773,2 out of 12,2,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2
2,10000,1200,1 out of 2,1,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1000,2 out of 3,2,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2
1,8000,150,2 out of 3,2,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1
2,12000,865,1 out of 5,1,Ananth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,20000,600,1 out of 4,1,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,800,2 out of 3,2,Basavanagudi,Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,200,Ground out of 4,Ground,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,11000,600,1 out of 4,1,Hebbal,Bangalore,Unfurnished,Bachelors,2
3,40000,1840,5 out of 14,5,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,800,2 out of 4,2,Hegganahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,30000,1600,2 out of 4,2,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2
2,8000,600,1 out of 2,1,Electronic City,Bangalore,Unfurnished,Bachelors/Family,1
2,15000,1100,3 out of 3,3,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,Bachelors,2
2,12000,950,1 out of 2,1,Nri Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,905,3 out of 6,3,Kanakapura Road,Bangalore,Semi-Furnished,Family,2
3,20000,1200,Ground out of 1,Ground,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors,2
3,13000,1000,1 out of 2,1,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17500,1080,1 out of 4,1,Electronic City,Bangalore,Furnished,Bachelors/Family,2
1,8000,600,Ground out of 4,Ground,Kamala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,8500,1000,Ground out of 3,Ground,Kachohalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7500,600,1 out of 2,1,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,22000,1100,2 out of 5,2,Rmv Extension Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,300,Ground out of 2,Ground,Nagarbhavi,Bangalore,Unfurnished,Bachelors/Family,1
2,32900,1200,3 out of 6,3,Marathahalli,Bangalore,Furnished,Bachelors/Family,1
2,15000,800,1 out of 4,1,J P Nagar,Bangalore,Furnished,Bachelors/Family,1
2,10000,535,3 out of 4,3,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1
2,10000,800,1 out of 3,1,"Bedarahalli, Magadi Road",Bangalore,Unfurnished,Bachelors/Family,2
3,21000,1159,4 out of 5,4,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
4,63000,2650,16 out of 34,16,Kanakapura Road,Bangalore,Unfurnished,Bachelors,5
1,6900,50,Ground out of 4,Ground,Kodigehalli,Bangalore,Semi-Furnished,Bachelors,1
2,14000,700,2 out of 3,2,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1
1,14500,550,4 out of 5,4,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1
1,6500,700,2 out of 4,2,Rukmini Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,13000,600,1 out of 5,1,Vibhutipura,Bangalore,Unfurnished,Bachelors/Family,2
2,8000,600,1 out of 4,1,"Mallasandra, Jalahalli West",Bangalore,Semi-Furnished,Bachelors/Family,1
2,18000,1000,2 out of 4,2,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,2 out of 2,2,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3
1,14000,750,3 out of 4,3,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1
4,50000,2900,5 out of 7,5,Kannur,Bangalore,Furnished,Bachelors/Family,4
2,14500,990,1 out of 4,1,Bhattarahalli,Bangalore,Unfurnished,Bachelors/Family,2
2,15000,1300,Ground out of 2,Ground,Raghuvanahalli-Bcmc Layout,Bangalore,Furnished,Bachelors/Family,2
1,11500,550,2 out of 3,2,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
3,15000,1360,5 out of 9,5,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,600,2 out of 4,2,"Marutinagar,",Bangalore,Semi-Furnished,Bachelors,2
2,18000,1200,Ground out of 12,Ground,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1050,1 out of 5,1,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,840,2 out of 4,2,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,25000,1050,1 out of 5,1,Hoysala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,150000,3250,2 out of 6,2,Vasanth Nagar,Bangalore,Furnished,Bachelors/Family,4
1,10000,500,2 out of 3,2,Nagarabhavi,Bangalore,Unfurnished,Bachelors/Family,1
2,8000,900,1 out of 3,1,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,1
2,40000,1300,2 out of 4,2,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,600,2 out of 3,2,"Shamanna Garden, Wilson Garden",Bangalore,Unfurnished,Bachelors/Family,1
2,16000,900,3 out of 5,3,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,23000,1100,2 out of 5,2,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,25000,1100,2 out of 10,2,"Jagadish Nagar, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,600,2 out of 3,2,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1
2,17500,1250,1 out of 2,1,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2
1,10000,415,3 out of 3,3,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
3,39000,1200,1 out of 4,1,Vidyaranyapura,Bangalore,Furnished,Bachelors/Family,3
3,22000,1200,4 out of 4,4,Bommasandra,Bangalore,Unfurnished,Bachelors,2
2,18000,1000,2 out of 4,2,Gottigere,Bangalore,Semi-Furnished,Family,2
2,23000,1300,3 out of 4,3,Bangalore,Bangalore,Furnished,Bachelors/Family,2
2,20000,1150,2 out of 4,2,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2
1,10000,450,3 out of 4,3,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1
1,15000,600,5 out of 5,5,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17000,1000,3 out of 4,3,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,56000,1900,6 out of 16,6,Jaya Nagar Block 3,Bangalore,Unfurnished,Bachelors,3
3,43000,1700,3 out of 4,3,"Arakere Mico Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,3
2,25000,1100,2 out of 5,2,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,500,1 out of 3,1,Mudhaliar layout,Bangalore,Semi-Furnished,Bachelors/Family,1
3,31000,1757,9 out of 10,9,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3
1,6000,300,Ground out of 2,Ground,Ullal Upnagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,5000,500,2 out of 3,2,Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1200,Ground out of 1,Ground,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Unfurnished,Bachelors,2
1,20000,800,Ground out of 5,Ground,Koramangala,Bangalore,Semi-Furnished,Family,1
3,28000,1281,2 out of 4,2,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1450,Ground out of 2,Ground,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,12000,600,3 out of 3,3,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,1
2,20000,980,3 out of 4,3,Mathikere,Bangalore,Furnished,Family,2
3,25000,1500,1 out of 7,1,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,3
3,35000,1800,1 out of 1,1,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,400,1 out of 2,1,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1
1,7500,600,Ground out of 2,Ground,"Banashankari Stage 3, Banashankari",Bangalore,Unfurnished,Bachelors,1
2,14000,1100,Ground out of 2,Ground,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,1100,1 out of 5,1,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",Bangalore,Semi-Furnished,Bachelors,2
4,380000,3500,2 out of 4,2,Lavelle Road,Bangalore,Semi-Furnished,Bachelors,5
2,21000,1100,2 out of 5,2,"Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors/Family,2
2,15000,700,1 out of 2,1,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,5500,600,1 out of 2,1,Hesaraghatta Main Road,Bangalore,Unfurnished,Bachelors,1
2,10000,700,1 out of 3,1,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2
1,7000,250,1 out of 4,1,"Konappana Agrahara, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1
2,11500,1200,2 out of 3,2,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
3,22000,1450,Ground out of 4,Ground,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,19000,1221,2 out of 5,2,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors,2
2,15000,1250,1 out of 4,1,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2
2,10500,700,Ground out of 2,Ground,"Chikkasandra-Jalahalli West, Jalahalli West",Bangalore,Semi-Furnished,Family,1
2,12000,700,1 out of 2,1,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,200,2 out of 3,2,"Jp Nagar Phase 2, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1200,Ground out of 1,Ground,Attibele,Bangalore,Semi-Furnished,Bachelors/Family,2
2,23000,600,3 out of 5,3,"Devinagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,6500,600,3 out of 5,3,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1
3,29000,1800,3 out of 4,3,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,900,Ground out of 2,Ground,"Fci Layout, Deepanjali Nagar",Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1000,2 out of 2,2,Mathikere,Bangalore,Semi-Furnished,Bachelors,2
2,12500,500,1 out of 2,1,"Ombr Layout, Banaswadi",Bangalore,Semi-Furnished,Bachelors/Family,2
3,32000,1800,1 out of 4,1,"Sinthan Nagar, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,3
1,8000,416,19 out of 20,19,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1
2,10500,600,3 out of 5,3,Kodichikkanahalli Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6000,400,1 out of 3,1,"Mangammanapalya, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,1
3,16000,1200,2 out of 3,2,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,45000,1600,1 out of 4,1,Malleshwaram,Bangalore,Semi-Furnished,Bachelors/Family,3
1,6000,500,Ground out of 2,Ground,"Immadihalli, Whitefield",Bangalore,Semi-Furnished,Bachelors/Family,1
1,5000,500,1 out of 4,1,"Bydara Halli, Benson Town",Bangalore,Semi-Furnished,Family,1
3,14000,1800,5 out of 7,5,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,3
2,20000,900,Ground out of 12,Ground,Electronic City,Bangalore,Furnished,Bachelors/Family,2
1,11000,550,3 out of 4,3,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,5500,600,1 out of 2,1,"Chikkana Layout, Kammanahalli",Bangalore,Unfurnished,Bachelors,1
3,55000,1800,1 out of 4,1,"Langford Town, Shanti Nagar, Hosur Road",Bangalore,Unfurnished,Bachelors,3
2,15000,976,1 out of 3,1,"Jaya Nagar Block 5, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8500,350,2 out of 3,2,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1100,Ground out of 2,Ground,Vidyaranyapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,500,2 out of 3,2,"Guddadahalli, Mysore Road",Bangalore,Unfurnished,Bachelors/Family,1
1,7500,600,3 out of 3,3,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1
2,16000,1100,2 out of 4,2,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,1150,2 out of 4,2,"Hennur, Hennur Bagalur Road",Bangalore,Furnished,Family,2
2,14500,850,Ground out of 3,Ground,Basava Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,600,2 out of 2,2,Meenakshi Layout Hosa Road,Bangalore,Semi-Furnished,Bachelors/Family,1
2,14000,900,4 out of 5,4,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2
1,7000,300,Ground out of 4,Ground,"Kattigenahalli, Bellary Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,27500,1130,2 out of 4,2,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,18000,1200,Ground out of 3,Ground,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1000,1 out of 3,1,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2
3,31000,1700,6 out of 9,6,"Electronics City Phase 1, Electronic City",Bangalore,Furnished,Family,3
2,15000,1100,2 out of 4,2,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,300,Ground out of 4,Ground,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1
1,4500,600,Ground out of 3,Ground,"Peenya Industrial Area, Tumkur Road",Bangalore,Unfurnished,Bachelors/Family,1
1,10000,1000,Ground out of 2,Ground,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,1200,1 out of 2,1,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2
1,9000,500,Ground out of 3,Ground,Nandini Layout,Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1050,1 out of 3,1,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,5000,350,2 out of 2,2,"Chamundi Nagar, Rajajinagar",Bangalore,Unfurnished,Bachelors/Family,1
2,10000,1000,1 out of 3,1,"Ilyas Nagar, Kumaraswamy Layout",Bangalore,Semi-Furnished,Bachelors/Family,2
1,15000,600,3 out of 5,3,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
1,3500,150,2 out of 3,2,Yeshwantpur,Bangalore,Unfurnished,Bachelors/Family,1
2,16000,1400,1 out of 2,1,Hebbal,Bangalore,Furnished,Bachelors/Family,2
2,17000,1387,Ground out of 4,Ground,"Nobo Nagar, Kalena Agrahara",Bangalore,Semi-Furnished,Bachelors/Family,3
3,30000,1350,Ground out of 5,Ground,K R Puram,Bangalore,Furnished,Bachelors/Family,2
2,12000,1020,1 out of 4,1,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
1,9000,600,2 out of 4,2,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6000,400,3 out of 4,3,Doddanagamangala,Bangalore,Semi-Furnished,Bachelors/Family,1
1,20000,550,2 out of 5,2,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1
3,30000,1400,2 out of 4,2,"Btm Layout Stage 2, BTM Layout",Bangalore,Furnished,Bachelors/Family,2
2,20000,1050,5 out of 5,5,"Hoodi Circle, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,800,1 out of 5,1,whitefield,Bangalore,Unfurnished,Bachelors/Family,2
2,20000,1100,1 out of 3,1,Kodi Halli,Bangalore,Unfurnished,Bachelors/Family,2
3,25000,1500,Ground out of 3,Ground,Kammanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,800,2 out of 3,2,Yelechenahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17000,800,Ground out of 4,Ground,J P Nagar,Bangalore,Semi-Furnished,Bachelors,1
2,16500,1200,2 out of 3,2,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,450,2 out of 4,2,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors/Family,1
3,30000,1425,Ground out of 5,Ground,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
2,8500,720,1 out of 4,1,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,700,2 out of 3,2,Kadugodi,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,2 out of 3,2,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,30000,1645,6 out of 12,6,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,3
3,120000,3276,3 out of 4,3,"Cleveland Town, Frazer Town",Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,500,2 out of 3,2,Kengeri Satellite Town,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,600,4 out of 5,4,Akshayanagar,Bangalore,Furnished,Bachelors/Family,2
1,5000,600,1 out of 3,1,HMT Layout Nagasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
3,30000,1893,Ground out of 18,Ground,Begur Road,Bangalore,Semi-Furnished,Bachelors,4
1,6500,450,1 out of 4,1,Nimbekaipura,Bangalore,Unfurnished,Bachelors,1
1,10000,650,4 out of 4,4,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors,1
1,18000,400,Ground out of 3,Ground,indiranagar near bda complex,Bangalore,Unfurnished,Bachelors,1
2,30000,1296,9 out of 22,9,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2
